Sequence Number	Deposit	Latitude	Longitude	MILSREF	MRDSREC	Orange Number
HM   2	Blackdome Occurrence	46.9775	-115.8208	160790013	W013032	1
HM   3	Gray Eagle Mine	46.9611	-115.86	160790203	N/A	2
HM   5	Stocking Meadows	46.9389	-115.8739	160790181	N/A	3
HM   6	Cedar Creek	46.9392	-115.8653	160790001	N/A	4
HM  14	Elk Prairie Prospect	46.9894	-115.4886	160790530	W013129	10
HM  17	Clearwater Gold and Copper Prospect (Clearwater Mine and Placer; N and F Placer)	46.9715	-115.1529	160790091	W013124	12
HM  19	Chamberlain Meadows Copper Prospect	46.9414	-115.2197	160790531	W013037	14
HM  20	Vanderbilt Gulch Placer	46.9378	-115.1703	160790092	W013062	15
HM  21	Dill Creek Placer	46.9408	-115.1017	160790093	W013041	17
SP  37	Rock City Mine	47.86	-116.1422	160790419	N/A	28
SP  75	Edwards Prospect (Cinnabar Prospect)	47.6483	-116.0656	160790207	N/A	53
SP  76	Fortunate Mining Co.	47.6436	-116.1933	N/A	N/A	298
SP  77	North Fork Mine (North Fork Development Co.)	47.6425	-116.1286	N/A	N/A	384
SP  79	Coal Creek Group	47.6367	-116.1317	N/A	N/A	409
SP  81	Paperul & Graham (Graham Mountain; P.&G.M. Min. Co.; Papurel Graham Mountain; Papurel Mine; Papurel Graham Mt.)	47.6317	-116.1325	N/A	N/A	387
SP  87	Empire Copper Mine (Linfor Copper; Horst-Powell Mine; Horse Powell Mine)	47.6278	-116.3219	160790016	W019471	81
SP  88	Juno Mine (June Mine)	47.6175	-116.2686	N/A	D006587	304
SP 101	McGillivray Prospect	47.6036	-116.2803	160790242	N/A	82
SP 112	Coeur d'Alene West Fork Mining Co. (C.D.A. West Fork)	47.5764	-116.0431	N/A	N/A	357
SP 115	Maine-Standard	47.5731	-116.0175	N/A	N/A	379
SP 117	Washington-Idaho Mine (Cavanaugh Group; Crescent Group; Hetzel Group; Annie Laurie)	47.5678	-116.0394	160790214	D006576	85
SP 118	Coeur d'Alene Eagle Lead-Silver Mining Co., Ltd.	47.5681	-116.1294	N/A	N/A	356
SP 119	Dickens Consolidated (Dickens; Charles Dickens Mine; Old Charles Dickens; Silver Crescent, Inc.)	47.5644	-116.0175	N/A	N/A	359
SP 121	Silver Crescent Mine (Charles Dickens)	47.5617	-116.0214	160790039	W019374	88
SP 122	Black Rock	47.5589	-116.1222	N/A	N/A	352
SP 123	Cogdill Prospect	47.5581	-116.0344	160790297	W019389	84
SP 124	Lombardy Property	47.5556	-116.1167	160790532	W019366	83
SP 125	Royal Mine (Calabria)	47.5528	-116.0364	160790365	N/A	87
SP 126	Index	47.5519	-116.135	N/A	N/A	373
SP 127	Moon Creek Group	47.5486	-116.0408	N/A	N/A	382
SP 128	Oasis Group	47.5497	-116.1992	N/A	N/A	385
SP 129	Hayes Company	47.5444	-116.2072	N/A	N/A	368
SP 130	Gibbonsville Mining and Exploration Co. (Brown Placers; Hayes Company; Coeur d'Alene River Tailings)	47.5431	-116.1408	160790201	N/A	257
SP 131	Alma Ray	47.5422	-116.1036	N/A	N/A	345
SP 133	Terror Prospect	47.5431	-116.0042	160790383	W019544	89
SP 135	Blue Star Prospect (Pinehurst Silver)	47.5406	-116.2161	160790544	W019559	213
SP 136	McGregor Mine	47.54	-116.3147	160790275	N/A	101
SP 137	O. K. Prospect	47.5392	-116.1731	160790545	W019368	219
SP 139	Eldorado (El Dorado; Eldrado; Silver Bar Mining Co.)	47.5375	-116.0978	N/A	N/A	363
SP 140	Wisconsin	47.5372	-116.0539	N/A	N/A	403
SP 141	Teddy Prospect	47.5364	-116.0739	160790382	W019421	246
SP 142	Liberty Bell Group (Liberty Gem; Weigle Group; North Side Mining Co.)	47.5356	-116.08	160790217	N/A	247
SP 144	Fourth of July Sourdough Mine (Coeur d'Alene and Pine Creek Mine; Antimony Mining Company; Coeur d'Alene Antimony; Idaho Antimony)	47.5342	-116.2475	160790018	W019549	187
SP 145	Kellogg Tunnel (Bunker Hill; Bunker Hill and Sullivan)	47.5339	-116.1381	160790032	W019388	228
SP 146	Spokane Mining & Milling Co. (Sullivan Mining Co.)	47.5333	-116.17	N/A	N/A	396
SP 147	St. Joe No. 1-2 (Royal Mines Corp.; Capparelli Group)	47.5417	-116.0039	160790198	N/A	375
SP 148	Silver Bow Prospect (Senator Stewart Mine; Stewart; Fir Tunnel; Silver Bowl)	47.5311	-116.1528	160790371	W019394	226
SP 150	Quaker Prospect (Silver Bowl; Bunker Hill)	47.5303	-116.1614	160790360	W019417	220
SP 152	Keating Prospect	47.53	-116.1506	160790333	W019413	227
SP 153	Enterprise Prospect	47.5297	-116.0631	160790307	W019390	248
SP 154	Rhode Island Prospect	47.5408	-116.0072	160790244	W019406	90
SP 155	Enterprise Extension Prospect	47.5281	-116.0631	160790308	W019410	249
SP 158	Ontario Mine	47.5267	-116.1556	160790355	W019396	229
SP 159	Crown Point Mine	47.5264	-116.1744	160790031	W019538	221
SP 160	Syndicate Mining & Exploration Co., Ltd.	47.5264	-116.0353	N/A	N/A	399
SP 161	Ranger Mine	47.5261	-116.1853	160790362	N/A	217
SP 162	North Bunker Hill	47.5261	-116.1381	N/A	N/A	383
SP 163	New Jersey Mine (Gold Run Gulch Mining Co.; Du Bois Mining Co.; Coleman Group)	47.5258	-116.0736	160790556	W019367	255
SP 164	Page Mine (Corrigan Mine; Tony Ore Body; Great Western; East Page)	47.5256	-116.2006	160790019	W019542	214
SP 165	Cravenka Placer	47.5256	-116.0983	N/A	N/A	406
SP 166	Black Hawk Mine (Blackhawk)	47.5253	-116.1883	160790406	W019540	216
SP 167	Caledonia Mine (Nordic Silver)	47.5247	-116.1658	160790550	W019397	225
SP 168	Wyoming Mine	47.5244	-116.1797	160790546	W019539	218
SP 169	Sandow Prospect (Bunker Hill; Yreka United)	47.5244	-116.1428	160790370	W019419	231
SP 171	Arizona Tunnel	47.5239	-116.1578	N/A	N/A	386
SP 172	O'Conner Prospect (Bunker Hill)	47.5239	-116.1494	160790353	W019415	230
SP 173	Lead Blossom (Iron Blossom)	47.5239	-116.1214	N/A	N/A	374
SP 174	Silver King Mine	47.5236	-116.1719	160790547	W019400	222
SP 175	Hartford Group (Streamline Silver; Mike Alesko; Streamline Mine)	47.5236	-116.0561	N/A	N/A	367
SP 177	Big Eight Prospect (New General Mines Company; General Mine)	47.5222	-116.2225	160790056	W019497	189
SP 178	Corby Mine	47.5219	-116.2381	160790301	N/A	188
SP 179	Pioneer Mines, Inc. Property	47.5219	-116.0767	160790557	W019369	256
SP 180	Silverstone	47.5214	-116.2439	N/A	N/A	395
SP 181	High Grade Group	47.5214	-116.1119	N/A	N/A	369
SP 182	Viola Prospect (Bunker Hill)	47.5211	-116.1583	160790389	W019422	235
SP 183	Shoshone	47.5211	-116.1417	160790255	N/A	259
SP 184	East Caledonia	47.5208	-116.1289	N/A	N/A	360
SP 185	Hill Mine	47.5208	-116.1222	N/A	N/A	370
SP 186	Glamorgan Group (Big Creek Group; Glomorgon Group)	47.5208	-116.0525	N/A	N/A	348
SP 187	Government Gulch Group	47.5206	-116.1783	N/A	N/A	346
SP 188	Nellie Mine (Bunker Hill)	47.5206	-116.1542	N/A	W019408	234
SP 189	Con Biederman Group	47.5194	-116.1828	N/A	N/A	347
SP 190	Ramona Property (Silver Ramona)	47.5194	-116.0044	160790555	W019370	254
SP 192	Tyler Mine	47.5189	-116.1481	160790386	N/A	236
SP 193	Sierra Nevada Mine	47.5186	-116.1653	160790549	W019398	224
SP 194	Bunker Chance Mine	47.5186	-116.1328	160790205	W019533	232
SP 195	New Hilarity Property	47.5183	-116.1056	160790551	W019534	243
SP 196	Gold Eagle Mining Co. (Brown Group)	47.5169	-116.2369	N/A	N/A	365
SP 197	Sweeney Mine	47.5169	-116.1433	160790381	N/A	237
SP 198	Slavonian Group	47.5169	-116.1381	N/A	N/A	355
SP 199	Silver Seal (Silver Surprize)	47.5164	-116.0664	N/A	N/A	358
SP 200	Last Chance Mine (Wardner Mine; Arizona Tunnel; Sweeney)	47.5161	-116.1481	160790054	W019519	233
SP 201	Yreka United Group Mine (Altura; Mohawk; Paramount; Hill; Wolverine; High Grade; Higrade; Kellogg Galena; O.K.)	47.5156	-116.1075	160790229	W019378	244
SP 202	Evolution Mine (Coeur d'Alene Crescent)	47.5156	-116.0261	160790554	W019361	253
SP 203	Bobby Anderson Mine (New Era Property; Signal)	47.5147	-116.2375	160790055	W019500	191
SP 204	Northern Light Mine (Beeler)	47.5144	-116.2442	160790408	W019499	190
SP 205	Bonanza Gold Prospect (Prospect Gulch)	47.5144	-116.0017	160790552	W019560	251
SP 206	Roanoke	47.5142	-116.0947	N/A	N/A	389
SP 207	United Mines Prospect (Elgin and Ogden Group)	47.5139	-116.0661	160790558	W019376	260
SP 208	Wolverine	47.5136	-116.0892	N/A	N/A	404
SP 209	Stem Winder Mine (Bunker Hill; Stemwinder)	47.5128	-116.1408	160790377	W019420	238
SP 210	Alhambra Mine	47.5128	-116.1086	160790053	W019409	245
SP 211	Florence Prospect (Dallaire Group; Aberdeen; Aberdeen-Idaho)	47.5128	-116.0992	160790311	W019411	258
SP 212	Reed Mine (Bunker Hill)	47.5125	-116.1408	160790363	W019418	239
SP 213	Silverado Mine (Lincoln Mining Co.; Silverado Lincoln; Silver Chieftain)	47.5117	-116.0417	160790553	W019402	252
SP 214	Phil Sheridan Prospect (Bunker Hill)	47.5114	-116.1453	160790359	W019416	240
SP 215	Bluebird	47.5108	-116.1489	160790026	N/A	241
SP 216	Sullivan Mine (Bunker Hill; Bunker Hill and Sullivan)	47.5108	-116.1408	160790379	W019387	242
SP 217	Silver Dollar	47.5106	-116.0339	N/A	N/A	397
SP 218	North American	47.5103	-116.0733	N/A	N/A	371
SP 219	Silver Syndicate (Rambo Area)	47.5103	-116.0675	160790559	W019535	261
SP 221	Good Hope Area Mine (Chester Vein; Sunshine Vein)	47.5094	-116.05	160790560	W019382	262
SP 222	Mineral Mountain Mine	47.5094	-116.0456	160790038	N/A	349
SP 223	Hypotheek Mine	47.5086	-116.2778	160790017	W019498	102
SP 224	Amy-Matchless Mine	47.5086	-116.2397	160790057	W019501	192
SP 225	X and Y Areas of Sunshine Mine (Sunshine Mine)	47.5081	-116.0647	N/A	W019380	263
SP 226	Silver State Group (Mac D'Palm)	47.5075	-116.0603	N/A	N/A	378
SP 228	Yankee Boy Mine (Sunshine)	47.5061	-116.0625	N/A	W019556	265
SP 229	Crescent Mine (Hooper Tunnel)	47.5056	-116.0761	160790009	W019536	268
SP 230	Polaris Group (Chester Group)	47.5047	-116.0542	160790035	W019537	266
SP 231	Big Creek Apex Mine (Crane; Snowstorm; Big Creek Mine)	47.5033	-116.0786	160790076	W019557	264
SP 232	Chester Mine	47.5033	-116.0422	160790561	W019359	267
SP 233	Carbonate (Epic Silver; New Era)	47.5025	-116.2381	160790538	W019502	193
SP 235	Silver Summit (Polaris East Explor. Project; Coeur d'Alene Jumbo Mine; Jumbo Mine)	47.5019	-116.0436	160790037	W000720	283
SP 236	Sunshine Consolidated Mine (Yankee Girl; Perhaps; Ida; Gullickson; Unit Area of Sunshine Mine)	47.5017	-116.0728	160790011	W019383	270
SP 237	Silver Dollar Mine (Hayden; Chester Vein; Stratton Silver Summit; St. Germaine)	47.5014	-116.0483	160790036	W019395	282
SP 238	Gullickson Mine	47.5011	-116.0781	160790321	N/A	269
SP 239	Rotbart Area (Sunshine Mine)	47.5011	-116.0586	N/A	W019381	281
SP 240	Consolidated Silver Mine (Silver Chieftain; Con-Sil; Silver Summit Mine)	47.5008	-116.0386	160790420	W019373	284
SP 241	Plainview Property (Con Silver Project; Camp Project)	47.5006	-116.0175	160790563	W019561	286
SP 242	Sunset Mine (Epic Silver; Clark; Liberal Creek Mine; Liberal King)	47.4986	-116.2375	160790218	W019503	195
SP 243	Purim Group (Hayden Hill Consolidated Mining Co.)	47.4986	-116.0481	N/A	N/A	350
SP 244	Merger Mine (McFarren Gulch; Camp Project; Plain View; Silver Standard; Aetna Group)	47.4983	-116.0214	160790077	W019529	288
SP 245	Yankee Girl Mine (Sunshine Mine)	47.4981	-116.0717	160790401	W019407	272
SP 246	King Mine (Polyastics Corp.; New Jersey Consolidated; East Hypotheek; King of Pine Creek)	47.4978	-116.2425	160790200	W019365	194
SP 247	Yakima-Shoshone Mine (Nellie Mine)	47.4978	-116.0331	160790052	W019377	285
SP 248	Tiberius Prospect	47.4967	-116.2778	160790534	W019518	104
SP 249	Shetland Mining Co. (Nabob Silver-Lead Co.)	47.4967	-116.2144	N/A	N/A	392
SP 250	Coeur d'Alene Mines (Silver Standard; Camp Project)	47.4967	-116.0183	160790295	W019384	287
SP 252	Rockford Group (Sunshine Consolidated, Inc.)	47.4944	-116.11	N/A	N/A	390
SP 253	Idaho Prospect (Little Giant Gold Mining Co.; Proctor Knott Mining Co.)	47.4942	-116.2075	160790540	W019514	199
SP 254	Globe Mine (Silver Surprise; Yankee Girl Vein)	47.4936	-116.0731	160790074	W019412	273
SP 255	The Great Helena (Great Helena; Helena Group)	47.4931	-116.2189	N/A	N/A	366
SP 256	American Silver Prospect	47.4928	-116.0244	160790283	W019385	289
SP 257	V Claim (Lynch-Pine Creek; Lynch Group; Custer Gulch Mines Co., Inc.)	47.4925	-116.2081	160790337	W019523	198
SP 258	Great Dunkard Mine (Pearson; Great Dunker)	47.4919	-116.27	160790025	W019517	103
SP 259	Lookout Mountain Mine (Epic Silver, Inc.)	47.4919	-116.2319	160790199	W019547	196
SP 260	Metropolitan Mine (Destroyer Prospect; Western Star; Wolfson)	47.4911	-116.065	160790075	W019391	274
SP 261	Denver Mine (Nabob Adit)	47.4908	-116.1956	160790541	W019505	200
SP 262	Lucky Stone	47.4906	-116.0361	N/A	N/A	377
SP 263	Sterling Silver (Sterling Silver Mountain Mining Co., Ltd.)	47.4903	-116.0553	N/A	N/A	398
SP 264	Sidney Mine	47.49	-116.1928	160790022	W019506	201
SP 265	Coeur d'Alene Central (Spokane Central Group)	47.4892	-116.1131	N/A	N/A	393
SP 266	Lynch Pine Creek Mine No. 2 (Lynch Group; Mineral Hill)	47.4883	-116.2289	N/A	N/A	305
SP 267	Nabob Mine (Nabob 600 Level)	47.4881	-116.2058	160790021	W019504	202
SP 269	Western Star Mine	47.4875	-116.0667	160790398	N/A	278
SP 270	Bluebird Prospect (Hannibal)	47.4872	-116.2694	N/A	W019522	105
SP 271	Bismarck Mine (Bismark Prospect)	47.4858	-116.08	160790232	W019386	276
SP 272	Sidney (Red Cloud Adit)	47.4861	-116.1819	N/A	N/A	343
SP 273	Eclipse (Marie Mining Co.; Grey Copper Mining Co.; Lead King Mining Co.; Fort Wayne)	47.4858	-116.0222	N/A	N/A	361
SP 274	Wolfson Mine	47.4858	-116.0636	160790399	N/A	277
SP 275	Little Pittsburg Mine (Mascot Silver Lead)	47.4847	-116.1989	160790024	W019515	203
SP 276	Blue Bell	47.4847	-116.0619	N/A	N/A	353
SP 277	Silver Dale and Big Hill Mine (Silver Dale Group; Big Hill Group; Silver Belt Prospect)	47.4825	-116.1039	N/A	N/A	394
SP 278	Nevada Stewart Prospect (Nevada Stuart; Stewart Mine)	47.4831	-116.1706	160790223	W019508	204
SP 279	Bristol Group (Bristol-Blaine Group; Jim Blaine)	47.4794	-116.2278	N/A	N/A	354
SP 280	Nabob Mine (Nabob 1300 Level)	47.4786	-116.2133	160790021	N/A	318
SP 281	K. C. Prospect	47.4758	-116.2733	160790535	W019520	106
SP 282	Highland Surprise Mine (Highland Chief; Surprise)	47.4758	-116.1667	160790023	W019509	205
SP 283	New Hilarity Group (Signal Silver; Epic Silver; Hilarity Group)	47.475	-116.2031	160790219	W019507	210
SP 284	Fahey Group (Gahey Group)	47.4725	-116.0231	160790566	W019362	294
SP 285	Spokane Prospect	47.4717	-116.2542	160790539	W019496	206
SP 286	National Mine (First National; National Silver; Liston Group)	47.4703	-116.0611	160790310	W019392	292
SP 287	Idaho Leadville Mines Co. Prospect	47.4683	-116.0239	160790565	W019364	293
SP 288	Star Antimony Mine (Silver Hill; Shrine; Commercial Traveler)	47.4703	-116.1886	160790028	W019553	211
SP 289	Big It Mine	47.4686	-116.2181	160790004	W019550	209
SP 290	International Prospect	47.4667	-116.2589	160790331	W019521	207
SP 291	Powhatan (Powhattan; Powhatton; Pawhaton Mining Co., Ltd.)	47.4656	-116.0175	N/A	N/A	388
SP 293	Blue Eagle Prospect (Niagara Prospect)	47.4642	-116.1628	160790237	W019558	212
SP 294	Maybird	47.4639	-116.2533	N/A	N/A	381
SP 295	San Francisco	47.4639	-116.1983	N/A	N/A	391
SP 296	Lucky Boy Prospect (Silver Seal)	47.4639	-116.0694	160790567	W019414	295
SP 297	Royal Apex	47.4639	-116.0411	160790246	N/A	120
SP 298	Trapper Creek Silver	47.4619	-116.2072	N/A	N/A	401
SP 299	Patricia No. 1Prospect (Neglected Group; Sherman Prospect)	47.4611	-116.2608	160790543	W019513	208
SP 301	Douglas Mine (East Mine)	47.4536	-116.1775	160790029	W019510	117
SP 302	Trapper Mining & Smelting Co., Ltd. (Trapper Creek Group)	47.4514	-116.2078	N/A	N/A	372
SP 303	L & J Prospect (Hunter-Continental; J & L Group)	47.4508	-116.2231	160790209	N/A	116
SP 304	Lon Chaney Group	47.4461	-116.1425	N/A	N/A	376
SP 306	Silver Bowl Group Property (Silver Pirate; Allied Silver; Coeur d'Alene; Coeur d'Alene Silver Giant; Giant; Lucky Boy)	47.4453	-116.0544	160790536	W019372	119
SP 307	Constitution Mine (Spokane-Idaho; Westchester Mine; Old Constitution Mine)	47.4425	-116.1703	160790030	W019511	118
SP 308	Westchester Mine (South Constitution Group)	47.4372	-116.17	N/A	N/A	402
SP 311	Coeur d'Alene Premier	47.43	-116.2278	160790243	N/A	115
SP 314	Western King Prospect	47.4233	-116.2986	160790061	D006588	111
SP 316	Edna May Mining Co.	47.4189	-116.1064	N/A	N/A	362
SP 318	Equitable Property	47.4144	-116.2803	160790276	W019480	112
SP 319	Colusa Prospect (Leuschel; Leuschel N. P. Lease)	47.4131	-116.2525	160790114	W019482	114
SP 321	Black Diamond Prospect (Patricia)	47.41	-116.3061	160790277	W019481	110
SP 322	West Pine Creek Deposit	47.4097	-116.2906	N/A	N/A	412
SP 331	Manhattan	47.38	-116.3194	N/A	N/A	380
SP 337	Keystone Mining Co.	47.35	-116.3094	N/A	N/A	364
SP 343	Darrar Prospect (Lester E. Darrar)	47.29	-116.2586	160790431	D006586	144
SP 344	Red Chief Group	47.2831	-116.2333	N/A	N/A	405
SP 345	Big Eddy Mine	47.2806	-116.1792	160790414	N/A	325
SP 346	Copper Prince Prospect (Black Prince)	47.2683	-116.0578	160790278	W019485	145
SP 347	St. Joe Pegmatite	47.2631	-116.0214	160790191	N/A	146
SP 349	Kelly Brothers Prospect (Kelly)	47.2483	-116.0139	160790033	W019486	149
SP 354	Tri-State Cedar Corp. Prospect	47.2314	-116.0247	160790180	W019548	150
SP 358	Marble Creek Pegmatite	47.2083	-116.0439	160790193	N/A	299
SP 362	Marble Mountain Pegmatite Occurrence (Homestead Claims)	47.1394	-116.0181	160790428	W019375	170
SP 368	Papesh Property (O.K.; Knox Property)	47.1011	-116.1933	160790208	N/A	169
SP 383	Brussel Creek Quartzite (Bussel Creek Quartzite)	47.0189	-116.1728	160790240	N/A	184
SP 393	Gold Center Prospect	47.0025	-116.1622	160790064	W012943	186
SP 395	Titley Prospect	47.0019	-116.1964	160790034	W012948	183
WL   1	Eagle Creek Mine	47.7236	-115.8211	160790528	N/A	451
WL   2	Kelly Prospect (Frontier Silver)	47.7053	-115.7964	160790475	W026721	172
WL   3	Mountain Queen Group	47.7047	-115.8653	N/A	N/A	527
WL   4	Crystal Lead Mine (Lead Crystals Mining Co.)	47.7058	-115.8108	160790096	W026578	171
WL   8	Stratiform Prospect	47.6942	-115.9431	N/A	N/A	396
WL  11	Juno Group	47.6878	-115.9367	N/A	N/A	511
WL  13	Gold Rock	47.6847	-115.8747	160790527	N/A	450
WL  14	Get There	47.6828	-115.7933	N/A	N/A	571
WL  16	deleted	47.6764	-115.7431	N/A	N/A	419
WL  17	Flagstaff (Eagle Creek)	47.6758	-115.8597	160790572	N/A	455
WL  18	Consolidated Silver-Lead Mine, Elk Creek Adits (United States Silver-Lead; Elk Group; U.S. Silver-Lead Mine)	47.6761	-115.7553	N/A	N/A	551
WL  19	Old Times Group (Old Timer; Pioneer Gold Mining & Development Co.)	47.6725	-115.7603	160790235	N/A	181
